group	position	locus
LG10	5,30491673	LOC111988045
LG10	5,331121487	LOC112035548
LG10	5,361646186	LOC112035533
LG10	6,238069217	NW_019820711.1-F000
LG10	6,248650879	LOC111995050
LG10	7,1001	LOC111988548
LG10	7,1001	LOC111988555
LG10	7,1001	LOC111988576
LG10	7,1001	LOC111988595
LG10	7,1001	LOC111994402
LG10	7,1001	LOC112002031
LG10	7,1001	LOC112002040
LG10	7,1	LOC112002108
LG10	7,1	LOC112006144
LG10	7,1	LOC112007127
LG10	7,1	LOC112012258
LG10	7,1	LOC112028145
LG10	7,1	LOC112029048
LG10	7,1	LOC112037254
LG10	7,1	LOC112038500
LG10	7,1	NW_019817492.1-F000
LG10	7,1	NW_019826380.1-F000
LG10	7,1	NW_019827050.1-F001
LG10	7,115923683	LOC111998473
LG10	11,95850478	LOC112020183
LG10	12,16714607	LOC112020185
LG10	12,95135499	LOC112031635
LG10	12,97114501	LOC112031663
LG10	12,98501206	LOC112031647
LG10	13,0823299	LOC111999320
LG10	13,46449547	NW_019827201.1-F000
LG10	13,8	LOC111999312
LG10	14,02941414	LOC111986670
LG10	14,40752847	LOC112014152
LG10	14,6102396	LOC112014162
LG10	14,78341201	NW_019807657.1-F000
LG10	14,94590238	LOC112003962
LG10	14,96263801	LOC112003965
LG10	15,05035277	LOC111988309
LG10	15,33006889	LOC112017629
LG10	15,33488341	LOC112017633
LG10	15,3698776	LOC112017636
LG10	15,37675606	LOC112017642
LG10	16,44334836	LOC112019534
LG10	17,86037204	LOC111987893
LG10	18,49889791	LOC111998695
LG10	18,58204628	LOC111998711
LG10	18,6	LOC112019040
LG10	18,67423489	LOC111983177
LG10	19,09961141	LOC112031838
LG10	19,15785115	LOC112023034
LG10	19,57378504	LOC112036403
LG10	19,68138918	LOC112029655
LG10	19,70660745	LOC111985756
LG10	19,7107498	LOC112036416
LG10	19,78535498	LOC112026139
LG10	19,99502556	LOC112007203
LG10	20,05082837	NW_019823275.1-F000
LG10	20,07196104	NW_019811595.1-F001
LG10	20,07725598	LOC112022480
LG10	20,08529198	NW_019820489.1-F000
LG10	20,08933665	LOC111994725
LG10	20,39772149	LOC112039746
LG10	21,06522982	LOC112039460
LG10	21,79030137	LOC112039479
LG10	21,80651068	LOC111987270
LG10	21,807973	NW_019821101.1-F000
LG10	21,80833568	LOC111997080
LG10	21,81001687	LOC111997084
LG10	21,82681824	LOC111984262
LG10	21,88631905	LOC111991742
LG10	21,89940101	LOC112005100
LG10	21,9	NW_019811258.1-F000
LG10	22,6107604	LOC112038042
LG10	23,40169369	LOC112017678
LG10	23,45220525	LOC112027898
LG10	23,47037616	LOC112027887
LG10	23,51835368	LOC111998388
LG10	23,62396872	NW_019807869.1-F001
LG10	23,68398081	LOC112009790
LG10	23,72618996	LOC112009786
LG10	23,92300829	NW_019807869.1-F000
LG10	23,9537928	LOC112003902
LG10	23,95405449	LOC112034260
LG10	24,06398852	LOC112038066
LG10	24,07631468	LOC112017685
LG10	24,13534905	NW_019824699.1-F000
LG10	24,13607695	NW_019824606.1-F000
LG10	24,13673912	NW_019823610.1-F000
LG10	24,26469376	LOC112010609
LG10	24,29698359	LOC112010612
LG10	24,31502579	NW_019825835.1-F000
LG10	24,71710328	LOC111997943
LG10	24,78468436	LOC112038082
LG10	25,05492023	LOC112003453
LG10	26,03532854	LOC111997357
LG10	26,11763242	LOC112024706
LG10	26,12628858	LOC112024735
LG10	26,14613205	NW_019821265.1-F001
LG10	26,18637179	LOC112024705
LG10	26,43955929	LOC111996939
LG10	26,85762832	LOC112041206
LG10	27,2309912	LOC112024718
LG10	27,53691613	LOC112037482
LG10	27,59703877	LOC112029701
LG10	27,62685448	LOC112037472
LG10	27,64106266	NW_019816073.1-F000
LG10	27,65650131	LOC112037464
LG10	27,92299144	NW_019824901.1-F000
LG10	28,45586222	LOC111984053
LG10	30,35111511	LOC112006688
LG10	30,50013282	LOC112024175
LG10	31,10874595	LOC112030903
LG10	31,20267949	LOC111993337
LG10	31,21101266	LOC111984218
LG10	31,31649351	NW_019821822.1-F000
LG10	31,41826795	LOC112030773
LG10	31,53913912	NW_019825084.1-F000
LG10	31,63993813	NW_019821383.1-F002
LG10	31,7234709	LOC112003931
LG10	31,76001924	LOC111993320
LG10	31,76622198	LOC112039599
LG10	32,03369109	LOC112038583
LG10	32,05729115	LOC111985093
LG10	32,09825189	LOC112038588
LG10	32,15923529	LOC111991994
LG10	32,2158733	LOC112001156
LG10	32,39909215	LOC112001157
LG10	32,57658395	LOC111993349
LG10	32,73802072	LOC112010449
LG10	33,49417022	LOC111992816
LG10	33,54926341	LOC112015201
LG10	33,98881292	NW_019825853.1-F000
LG10	34,36547187	NW_019817282.1-F000
LG10	35,81117142	LOC112005059
LG10	36,5	LOC111993289
LG10	36,5	LOC112008714
LG10	36,5	LOC112030574
LG10	36,5	NW_019820002.1-F000
LG10	36,5	NW_019820002.1-F001
LG10	36,50659828	LOC111989346
LG10	37,00286074	LOC112032131
LG10	37,0716068	LOC112038520
LG10	37,30137241	LOC111984059
LG10	37,44350997	LOC112038406
LG10	37,59397102	NW_019822515.1-F000
LG10	37,61746104	NW_019822515.1-F001
LG10	37,61986009	LOC111999853
LG10	37,68306073	LOC112004311
LG10	37,81045885	LOC112005637
LG10	37,91943998	LOC112002256
LG10	38,72803006	LOC112030768
LG10	39,6174516	LOC112012297
LG10	40,5339879	NW_019819671.1-F001
LG10	41,05539476	LOC111997843
LG10	41,21317423	LOC112004361
LG10	43,02849511	LOC112020096
LG10	43,67526364	LOC112030662
LG10	44,0453534	NW_019807443.1-F000
LG10	44,10669481	NW_019827573.1-F000
LG10	44,28398094	LOC111992657
LG10	44,34555776	LOC112011809
LG10	44,63545234	LOC112012023
LG10	44,63545605	LOC112004322
LG10	45,08546557	LOC112026938
LG10	45,13887733	LOC112027455
LG10	46,03761093	LOC112036068
LG10	46,06324327	LOC112031301
LG10	47,87751598	LOC112039534
LG10	48,55895449	LOC111991900
LG10	49,01394336	LOC112015067
LG10	49,05338159	LOC112006915
LG10	49,1	LOC111995194
LG10	49,1	LOC112006907
LG10	49,1	LOC112010499
LG10	49,1	NW_019820714.1-F000
LG10	50,04704132	LOC112025089
LG10	50,11197852	NW_019809680.1-F000
LG10	50,11557629	LOC112024118
LG10	50,13649477	NW_019828087.1-F000
LG10	50,14094376	NW_019827587.1-F000
LG10	50,28206538	LOC112004022
LG10	50,50015437	LOC112033480
LG10	51,61710415	LOC112034769
LG10	51,76721561	NW_019821763.1-F000
LG10	51,77605093	LOC111998074
LG10	52,35773116	LOC112019878
LG10	52,92631594	LOC111999188
LG10	53,00728162	LOC111999189
LG10	53,19781898	NW_019822142.1-F000
LG10	53,20086003	LOC111999187
LG10	53,36720631	LOC111996853
LG10	53,39566316	LOC112034394
LG10	54,83732815	LOC111995625
LG10	55,15412516	LOC112020016
LG10	56,1279663	LOC111982954
LG10	56,58486361	LOC112002835
LG11	0	LOC112039787
LG11	0	LOC112039827
LG11	0	NW_019815283.1-F000
LG11	2	LOC111985487
LG11	2	LOC111985501
LG11	2	LOC111985508
LG11	2,855634191	LOC111996681
LG11	3,389685896	LOC111996652
LG11	3,389685896	LOC111996663
LG11	4,313761468	LOC112038919
LG11	4,9	LOC111996193
LG11	4,9	LOC111996206
LG11	4,9	LOC112023913
LG11	4,9	NW_019805923.1-F000
LG11	5,421013965	LOC112020103
LG11	7,637686546	LOC111995479
LG11	9,794691194	LOC112033171
LG11	9,8299651	LOC111997020
LG11	9,887877747	LOC112003178
LG11	10,90560907	NW_019816373.1-F000
LG11	11,16552745	LOC111996973
LG11	11,42713369	LOC111996981
LG11	11,7229973	LOC112001737
LG11	12,2	LOC112007390
LG11	12,2	LOC112031765
LG11	12,2	NW_019822942.1-F000
LG11	12,23475649	LOC111986639
LG11	12,24206618	NW_019823612.1-F000
LG11	13,42679607	LOC111997646
LG11	14,46001522	LOC112012853
LG11	14,50055125	NW_019826646.1-F000
LG11	14,62546155	LOC112012854
LG11	15,2	LOC111984101
LG11	15,2	LOC111984363
LG11	15,2	LOC112034520
LG11	15,66965747	LOC111999160
LG11	15,73875389	LOC112013860
LG11	15,94661416	NW_019817474.1-F002
LG11	16,01518125	LOC112030663
LG11	16,3	LOC112004151
LG11	17,98699706	LOC112008684
LG11	17,99872117	LOC112039618
LG11	18,28944112	LOC112023817
LG11	19,25427977	LOC112031349
LG11	21,07569739	LOC111986838
LG11	21,56973046	LOC111993971
LG11	22,37850798	LOC112022892
LG11	23,16076999	LOC112022891
LG11	23,3	LOC112007529
LG11	23,3	NW_019824176.1-F000
LG11	23,88247202	LOC112008647
LG11	23,91608356	NW_019809559.1-F000
LG11	24,02174622	LOC111995798
LG11	24,06454092	LOC112032419
LG11	26,56993393	LOC112041140
LG11	27,4	LOC111990478
LG11	27,61673807	LOC111990491
LG11	28,3280383	NW_019814678.1-F000
LG11	29,82884471	NW_019809575.1-F001
LG11	30,21551011	LOC112017790
LG11	31,10567418	LOC112025053
LG11	31,80383576	LOC112039681
LG11	32,00650336	LOC112010466
LG11	32,03200102	NW_019807212.1-F000
LG11	32,37396212	NW_019820327.1-F000
LG11	32,67828906	NW_019818079.1-F001
LG11	32,68746463	LOC111988784
LG11	32,85256231	LOC111997404
LG11	32,99367661	LOC112029614
LG11	33,06929531	LOC111984008
LG11	33,09250003	NW_019828658.1-F000
LG11	33,48365239	LOC112034676
LG11	33,5	LOC112018278
LG11	33,5	LOC112025875
LG11	33,51636784	LOC112016940
LG11	33,78119403	LOC112015528
LG11	34,02039099	LOC112033930
LG11	34,09615506	LOC112031184
LG11	34,12483514	LOC112031180
LG11	34,17470726	LOC111998610
LG11	34,6	LOC111992178
LG11	34,6	LOC112029402
LG11	34,6	LOC112038378
LG11	36,50532157	LOC111996128
LG11	36,6057157	LOC112033738
LG11	36,79452791	LOC112025720
LG11	37,53543925	LOC112029285
LG11	37,94342782	NW_019825259.1-F000
LG11	37,97425524	NW_019819392.1-F000
LG11	37,99782476	LOC112009765
LG11	38,2	LOC112024432
LG11	38,2	LOC112024457
LG11	38,5	LOC112004218
LG11	39,41957095	NW_019815236.1-F000
LG11	39,46901268	NW_019814811.1-F000
LG11	39,66235677	LOC112016040
LG11	39,66237521	LOC111993688
LG11	39,7	LOC111986896
LG11	39,7	LOC111987116
LG11	40,10279163	LOC111986852
LG11	40,77619854	NW_019812903.1-F000
LG11	40,77623143	NW_019813979.1-F000
LG11	41,2	LOC111999617
LG11	41,2	LOC112020831
LG11	41,2	LOC112032499
LG11	41,2	LOC112032506
LG11	41,2	NW_019805690.1-F000
LG11	41,2	NW_019805690.1-F001
LG11	41,2	NW_019810788.1-F000
LG11	41,2	NW_019819669.1-F000
LG11	41,2	NW_019824695.1-F001
LG11	41,21964784	LOC112007555
LG11	41,49930917	LOC111986984
LG11	41,56110918	LOC112027985
LG11	41,60326306	NW_019811329.1-F000
LG11	41,6034127	LOC112028263
LG11	41,60342278	LOC112035610
LG11	41,64654459	LOC112038615
LG11	41,64722194	NW_019815011.1-F001
LG11	41,85313267	NW_019812693.1-F001
LG11	41,88937695	NW_019817532.1-F000
LG11	42,2643028	LOC112031648
LG11	42,29985942	LOC112031657
LG11	42,36333339	LOC112031650
LG11	42,3930602	LOC112031639
LG11	42,39493768	LOC112035486
LG11	42,50741129	LOC112027476
LG11	42,52532497	LOC112027458
LG11	42,6214118	LOC112019789
LG11	42,66170192	NW_019826876.1-F000
LG11	42,66170888	NW_019821442.1-F000
LG11	42,69475691	LOC112008316
LG11	42,69610982	LOC112026018
LG11	43,6608486	NW_019808714.1-F000
LG11	44,89620511	LOC112009741
LG11	44,90209281	LOC112027048
LG11	45,77424987	LOC111996612
LG11	45,80106794	LOC111996610
LG11	45,80137275	LOC111995727
LG11	45,82968378	LOC111997685
LG11	45,96875346	LOC111997695
LG11	45,98124257	LOC112027050
LG11	46,02995909	LOC112017656
LG11	46,13737368	LOC112004184
LG11	46,30727522	LOC112003578
LG11	46,33569859	LOC111994739
LG11	46,33842908	LOC112040182
LG11	46,36164989	NW_019815474.1-F000
LG11	47	LOC111994730
LG11	48,05352805	NW_019817976.1-F000
LG11	48,4	LOC111989155
LG11	48,4	LOC111994549
LG11	48,4	LOC112009737
LG11	48,4	LOC112009740
LG11	48,4	LOC112037063
LG11	48,4	LOC112037095
LG11	48,4	LOC112037096
LG11	50,59943328	LOC112000775
LG11	50,67954504	NW_019827913.1-F001
LG11	50,77013398	NW_019822945.1-F000
LG11	50,91234314	LOC112000801
LG11	50,96362471	LOC111998280
LG11	51	LOC112015118
LG11	51,01653023	LOC112024568
LG11	51,69039829	LOC112012262
LG11	51,9	LOC112003916
LG11	51,9	NW_019809994.1-F000
LG11	52,55749995	LOC112010591
LG11	52,6	LOC112002900
LG11	52,6	LOC112002939
LG11	52,6	LOC112002990
LG11	52,6	LOC112003066
LG11	53,27721076	LOC112003024
LG11	53,4473833	LOC111985574
LG11	53,5	LOC112002854
LG12	1,652763863	LOC112010518
LG12	2,315876508	LOC112010540
LG12	3,583445029	LOC112012097
LG12	3,650631175	LOC112012098
LG12	3,726912982	LOC112025222
LG12	4,053372941	LOC111995930
LG12	4,260858242	LOC111995224
LG12	4,298498928	LOC111995213
LG12	4,468345393	LOC112028806
LG12	4,569503234	NW_019811540.1-F000
LG12	4,596790496	LOC112009784
LG12	4,893163186	LOC112035309
LG12	4,923312731	LOC112039239
LG12	5,196946859	LOC112039270
LG12	5,196961041	LOC111995561
LG12	5,258240534	LOC112039254
LG12	5,804107104	LOC112015301
LG12	6,224519286	LOC111989451
LG12	6,382598661	LOC112001572
LG12	6,427218177	LOC112001546
LG12	6,427617577	NW_019823049.1-F002
LG12	6,457375581	LOC112001489
LG12	6,467577037	NW_019823049.1-F001
LG12	6,5	LOC112034435
LG12	6,5	LOC112034529
LG12	6,601117998	LOC112015257
LG12	6,61210435	LOC111997717
LG12	6,614408401	LOC112030699
LG12	6,667288281	NW_019805951.1-F000
LG12	6,671563719	LOC112016051
LG12	7,043484985	LOC112034454
LG12	7,127595064	LOC112034465
LG12	7,29606559	LOC112006483
LG12	8,23396362	LOC112021101
LG12	8,249683656	LOC112021103
LG12	8,298412677	NW_019808865.1-F000
LG12	8,334263718	LOC112021090
LG12	8,493043118	LOC111987511
LG12	8,645381662	LOC112004696
LG12	9,069081348	NW_019805662.1-F000
LG12	9,762327589	NW_019819328.1-F000
LG12	9,992335838	NW_019818252.1-F000
LG12	10,33045997	LOC112034708
LG12	10,35544107	NW_019807741.1-F000
LG12	10,99984745	LOC112038951
LG12	12,69355211	LOC112032229
LG12	13,0103098	LOC112032228
LG12	14,05648724	LOC112015846
LG12	15,97373551	LOC111983218
LG12	17,27439487	LOC111988131
LG12	17,47096897	LOC112032965
LG12	17,49139086	LOC111998362
LG12	17,49141373	NW_019821849.1-F000
LG12	17,49645084	LOC111998363
LG12	17,67516863	LOC111988136
LG12	19,00916929	LOC112038658
LG12	19,05932677	LOC111999469
LG12	19,1399221	LOC111999455
LG12	19,22181591	LOC112041174
LG12	20,61384615	LOC111989335
LG12	20,70172369	LOC112029566
LG12	20,73246212	LOC112029563
LG12	20,88064514	NW_019811588.1-F000
LG12	21,42112896	LOC111989286
LG12	21,65805017	LOC112021249
LG12	21,96942809	LOC112003841
LG12	22,31222295	LOC112003824
LG12	22,54308502	LOC112003815
LG12	22,9	LOC111999515
LG12	22,9	NW_019822184.1-F000
LG12	23,06243526	LOC112003823
LG12	23,46265847	LOC112015974
LG12	23,8	NW_019827909.1-F000
LG12	24,32397605	LOC112028688
LG12	24,37070796	NW_019811477.1-F000
LG12	24,62164759	NW_019824700.1-F000
LG12	25,09813636	LOC112006849
LG12	25,26410065	NW_019824559.1-F000
LG12	25,27241805	LOC112006859
LG12	25,52560717	LOC112027233
LG12	25,8	LOC112035997
LG12	25,8	NW_019822942.1-F001
LG12	25,8	NW_019826308.1-F000
LG12	25,8	NW_019827087.1-F000
LG12	26,4	LOC111985427
LG12	27,25611148	LOC112023923
LG12	27,29088846	LOC112026333
LG12	27,5451092	LOC112027126
LG12	27,56030615	LOC112027153
LG12	27,57594689	LOC112029422
LG12	27,59356888	NW_019811566.1-F000
LG12	27,66132495	LOC111998785
LG12	27,77647564	LOC111998769
LG12	27,79995676	LOC112034532
LG12	28,00443958	NW_019817515.1-F000
LG12	30,78289183	LOC112019860
LG12	31,94537746	LOC112008831
LG12	32,39011958	NW_019818598.1-F000
LG12	32,45397138	LOC111990132
LG12	32,51048499	NW_019825202.1-F000
LG12	32,5266591	LOC112027566
LG12	32,52837952	NW_019811225.1-F000
LG12	33,77991202	LOC112004409
LG12	33,79637157	LOC111987765
LG12	33,8	LOC111987766
LG12	33,8	LOC112015340
LG12	33,84010477	LOC112025689
LG12	34,27648749	NW_019814576.1-F000
LG12	34,29022661	LOC111995135
LG12	34,37103417	LOC112004355
LG12	34,37149551	LOC112036290
LG12	34,4427246	LOC112008842
LG12	34,58681416	LOC112000097
LG12	34,86540797	LOC112011009
LG12	36,12844832	LOC112024799
LG12	36,27010219	LOC112024793
LG12	36,60467194	LOC112018941
LG12	36,73920849	NW_019807946.1-F001
LG12	36,74181175	LOC112023814
LG12	36,79466856	LOC111986836
LG12	36,82727881	NW_019807946.1-F000
LG12	37,35519651	LOC112039096
LG12	37,60137197	LOC111996391
LG12	37,7	LOC111988787
LG12	37,7	LOC112008819
LG12	37,7	NW_019818080.1-F000
LG12	37,7	NW_019825256.1-F000
LG12	37,7502908	LOC112004768
LG12	38,00166524	NW_019807075.1-F000
LG12	38,12610371	LOC111998472
LG12	38,16283819	LOC111998477
LG12	38,19395217	LOC111998469
LG12	38,30543289	NW_019816084.1-F001
LG12	38,31696135	LOC111983005
LG12	38,32816775	LOC111982980
LG12	38,38694557	LOC111982988
LG12	38,50150571	LOC111983011
LG12	38,53985528	LOC111983035
LG12	38,56968111	LOC111983033
LG12	38,80729995	LOC111983015
LG12	39,68844142	NW_019823254.1-F000
LG12	40,4095111	LOC111986059
LG12	41,01465168	LOC111986066
LG12	41,52829079	NW_019810518.1-F002
LG12	41,53807426	LOC111988099
LG12	41,55817916	LOC112026059
LG12	41,56600791	LOC112019445
LG12	41,70397148	LOC112035249
LG12	41,7163884	LOC111990353
LG12	41,74798944	LOC112004815
LG12	41,82828123	NW_019817528.1-F000
LG12	41,82837542	LOC111987523
LG12	42,00340751	LOC111985771
LG12	42,34493236	LOC112004769
LG12	43,05411749	NW_019805647.1-F000
LG12	43,09252723	LOC112016854
LG12	43,1	LOC111987352
LG12	43,1	LOC112005479
LG12	43,1	LOC112005500
LG12	43,1	LOC112005515
LG12	43,1	LOC112007563
LG12	43,1	LOC112019213
LG12	43,30109462	LOC112005057
LG12	43,36198288	LOC112012590
LG12	43,47972691	LOC112005051
LG12	43,91642058	LOC112023236
LG12	43,9931173	LOC112016256
LG12	44	LOC112023241
LG12	44,3	LOC111987547
LG12	44,3	LOC112022419
LG12	44,3	LOC112025061
LG12	44,3	LOC112025065
LG12	44,3	LOC112027605
LG12	44,3	LOC112038045
LG12	44,3	NW_019806781.1-F000
LG12	44,3	NW_019806781.1-F001
LG12	45,98407666	LOC112003435
LG12	46,34762556	LOC112003436
LG12	46,3480357	LOC112003438
LG12	47,00531686	LOC111995627
LG12	47,01581796	LOC111995858
LG12	47,01762977	LOC111992965
LG12	47,03094907	LOC111990603
LG12	47,11000291	LOC111987714
LG12	47,29968228	LOC112024974
LG12	47,37867741	LOC112012133
LG12	47,74719104	LOC111997611
LG12	47,79979614	LOC112026365
LG12	47,8	LOC112026416
LG12	47,8	LOC112026430
LG12	47,8	NW_019805923.1-F001
LG12	47,8	NW_019805923.1-F003
LG12	48,16267726	NW_019821361.1-F000
LG12	48,34495934	NW_019821361.1-F001
LG12	49,05235924	LOC111988264
LG12	49,14044056	LOC111988256
LG12	49,1949437	LOC112002917
LG12	49,68942473	LOC112003428
LG12	49,7	LOC112003416
LG12	49,7	LOC112003422
LG12	49,7	LOC112034469
LG12	49,82266246	LOC112034257
LG12	50,31783495	LOC112029705
LG12	50,5229774	LOC111994681
LG12	52,8	LOC112007605
