gene	Arabidopsis ID
LOC111997590	AT5G10560
LOC112016588	AT5G10560
LOC112040741	AT5G10600
LOC112040744	AT5G10600
LOC112040813	AT5G10600
LOC112040814	AT5G10600
LOC112019261	AT5G10620
LOC112017395	AT5G10625
LOC112017415	AT5G10630
LOC111987784	AT5G10690
LOC112000106	AT5G10690
LOC112008827	AT5G10695
LOC112008840	AT5G10700
LOC112000107	AT5G10710
LOC111989957	AT5G10720
LOC111990081	AT5G10720
LOC111994930	AT5G10720
LOC111995433	AT5G10720
LOC111995899	AT5G10720
LOC112014607	AT5G10720
LOC112022084	AT5G10720
LOC112028860	AT5G10720
LOC112029115	AT5G10720
LOC112030697	AT5G10720
LOC112037752	AT5G10720
LOC112003124	AT5G10730
LOC112003137	AT5G10750
LOC112009929	AT5G10750
LOC111997102	AT5G10770
LOC112005688	AT5G10770
LOC112015630	AT5G10770
LOC112022251	AT5G10770
LOC112032750	AT5G10770
LOC112039154	AT5G10770
LOC112039155	AT5G10770
LOC112039156	AT5G10770
LOC112039174	AT5G10770
LOC112039178	AT5G10770
LOC112039196	AT5G10770
LOC111983397	AT5G10780
LOC111998575	AT5G10780
LOC112009581	AT5G10780
LOC111998576	AT5G10790
LOC112020693	AT5G10790
LOC112024360	AT5G10790
LOC112033661	AT5G10790
LOC112031067	AT5G10810
LOC112008555	AT5G10830
LOC112008556	AT5G10830
LOC112008557	AT5G10830
LOC112008558	AT5G10830
LOC112008563	AT5G10830
LOC112035371	AT5G10840
LOC112007251	AT5G10860
LOC112011609	AT5G10870
LOC112011611	AT5G10870
LOC112011613	AT5G10870
LOC112011622	AT5G10870
LOC112011758	AT5G10870
LOC112012423	AT5G10900
LOC111987804	AT5G10910
LOC112019273	AT5G10910
LOC112011238	AT5G10920
LOC112013065	AT5G10920
LOC112022135	AT5G10920
LOC112005966	AT5G10930
LOC112024946	AT5G10930
LOC111984192	AT5G10940
LOC111991350	AT5G10940
LOC111991353	AT5G10940
LOC112004875	AT5G10940
LOC112017142	AT5G10970
LOC112003164	AT5G10970
LOC111996425	AT5G10970
LOC112001758	AT5G10970
LOC112004770	AT5G10970
LOC112004774	AT5G10970
LOC112035604	AT5G10970
LOC112022316	AT5G10990
LOC111996262	AT5G11000
LOC112013782	AT5G11010
LOC112014161	AT5G11010
LOC112038393	AT5G11010
LOC111996870	AT5G11030
LOC111996879	AT5G11040
LOC111985332	AT5G11090
LOC111997446	AT5G11090
LOC112016549	AT5G11090
LOC112039053	AT5G11150
LOC111984326	AT5G11150
LOC111986634	AT5G11160
LOC111984212	AT5G11170
LOC111989153	AT5G11170
LOC112033331	AT5G11170
LOC112018247	AT5G11170
LOC111989868	AT5G11200
LOC112000607	AT5G11200
LOC112009772	AT5G11200
LOC112016557	AT5G11200
LOC112005999	AT5G11240
LOC111997558	AT5G11250
LOC112005193	AT5G11260
LOC112040283	AT5G11260
LOC112027181	AT5G11270
LOC111988861	AT5G11280
LOC112027179	AT5G11280
LOC111986230	AT5G11290
LOC111986595	AT5G11290
LOC111988092	AT5G11290
LOC111993992	AT5G11290
LOC111999969	AT5G11290
LOC112002229	AT5G11290
LOC112002274	AT5G11290
LOC112013956	AT5G11290
LOC112015893	AT5G11290
LOC112015951	AT5G11290
LOC112015958	AT5G11290
LOC112016395	AT5G11290
LOC112024513	AT5G11290
LOC112024516	AT5G11290
LOC112030786	AT5G11290
LOC112032866	AT5G11290
LOC112033784	AT5G11290
LOC112039527	AT5G11290
LOC112025775	AT5G11310
LOC111983023	AT5G11320
LOC112007761	AT5G11320
LOC112014531	AT5G11320
LOC112021499	AT5G11320
LOC112006444	AT5G11330
LOC111983018	AT5G11340
LOC111989796	AT5G11340
LOC112005776	AT5G11340
LOC111983014	AT5G11350
LOC111999861	AT5G11350
LOC112015155	AT5G11380
LOC112039704	AT5G11390
LOC112027095	AT5G11420
LOC112039054	AT5G11430
LOC111983005	AT5G11440
LOC112027580	AT5G11440
LOC111983025	AT5G11450
LOC112014130	AT5G11470
LOC111987768	AT5G11480
LOC111987766	AT5G11490
LOC111993446	AT5G11500
LOC112014667	AT5G11500
LOC112015335	AT5G11500
LOC111991246	AT5G11510
LOC111993617	AT5G11510
LOC111983389	AT5G11520
LOC112009574	AT5G11520
LOC112015329	AT5G11520
LOC112025683	AT5G11530
LOC112025667	AT5G11540
LOC112025687	AT5G11550
LOC111990978	AT5G11560
LOC111998764	AT5G11560
LOC112026850	AT5G11560
LOC112001982	AT5G11580
LOC111998155	AT5G11580
LOC111995735	AT5G11590
LOC112025900	AT5G11590
LOC112028537	AT5G11590
LOC112032394	AT5G11590
LOC112028561	AT5G11600
LOC111992744	AT5G11620
LOC112011219	AT5G11620
LOC112029912	AT5G11620
LOC112029892	AT5G11630
LOC112029769	AT5G11640
LOC112012088	AT5G11650
LOC112003430	AT5G11700
LOC112010413	AT5G11700
LOC112003875	AT5G11710
LOC111989983	AT5G11720
LOC112000639	AT5G11720
LOC112018894	AT5G11720
LOC112020422	AT5G11720
LOC112031505	AT5G11720
LOC112040476	AT5G11720
LOC111997514	AT5G11730
LOC111999104	AT5G11730
LOC112004031	AT5G11730
LOC112004858	AT5G11730
LOC111990921	AT5G11750
LOC112012282	AT5G11750
LOC112014135	AT5G11760
LOC112001535	AT5G11770
LOC112018040	AT5G11770
LOC112001515	AT5G11780
LOC112018330	AT5G11780
LOC112001496	AT5G11790
LOC112000507	AT5G11800
LOC112024517	AT5G11810
LOC112000514	AT5G11840
LOC111987011	AT5G11850
LOC112000525	AT5G11850
LOC112001539	AT5G11860
LOC112003203	AT5G11860
LOC112011266	AT5G11860
LOC112024997	AT5G11860
LOC112027408	AT5G11860
LOC112000517	AT5G11870
LOC111986007	AT5G11880
LOC111993846	AT5G11880
LOC112011313	AT5G11880
LOC112038483	AT5G11880
LOC112000509	AT5G11890
LOC111994279	AT5G11900
LOC112021893	AT5G11900
LOC112023225	AT5G11900
LOC112023556	AT5G11900
LOC112016399	AT5G11910
LOC111986276	AT5G11950
LOC111990251	AT5G11950
LOC111991068	AT5G11950
LOC111990248	AT5G11960
LOC111990249	AT5G11970
LOC111997497	AT5G11970
LOC111985956	AT5G11980
LOC111988962	AT5G11980
LOC112002786	AT5G11980
LOC112025581	AT5G11980
LOC112032695	AT5G11980
LOC111995501	AT5G12000
LOC111995848	AT5G12000
LOC112003462	AT5G12000
LOC111995713	AT5G12010
LOC111998922	AT5G12040
LOC112004612	AT5G12040
LOC112008541	AT5G12040
LOC112019904	AT5G12040
LOC112028231	AT5G12040
LOC112001851	AT5G12080
LOC112011036	AT5G12080
LOC112020109	AT5G12080
LOC112023488	AT5G12080
LOC112038652	AT5G12080
LOC111989550	AT5G12100
LOC112033074	AT5G12110
LOC112005299	AT5G12130
LOC112028588	AT5G12150
LOC112036752	AT5G12150
LOC112039580	AT5G12170
LOC111990383	AT5G12170
LOC112039541	AT5G12180
LOC112009446	AT5G12190
LOC112037571	AT5G12190
LOC112039562	AT5G12190
LOC111986018	AT5G12200
LOC112023255	AT5G12200
LOC112033860	AT5G12200
LOC112039556	AT5G12200
LOC112002695	AT5G12210
LOC112011430	AT5G12210
LOC112000237	AT5G12220
LOC112012976	AT5G12220
LOC112021536	AT5G12220
LOC112035804	AT5G12220
LOC111984787	AT5G12230
LOC111987523	AT5G12230
LOC112035802	AT5G12240
LOC111985755	AT5G12250
LOC111989579	AT5G12250
LOC112037187	AT5G12250
LOC111989589	AT5G12260
LOC112016483	AT5G12260
LOC111987315	AT5G12290
LOC112022072	AT5G12290
LOC112029126	AT5G12290
LOC112032990	AT5G12290
LOC111988895	AT5G12300
LOC111994860	AT5G12320
LOC112001208	AT5G12320
LOC111988887	AT5G12330
LOC111988867	AT5G12340
LOC111983695	AT5G12370
LOC112021939	AT5G12370
LOC112023147	AT5G12370
LOC111991764	AT5G12380
LOC112001661	AT5G12380
LOC112014112	AT5G12380
LOC112037172	AT5G12380
LOC111985276	AT5G12390
LOC112036973	AT5G12390
LOC112035616	AT5G12400
LOC111995995	AT5G12410
LOC111999685	AT5G12430
LOC112033751	AT5G12430
LOC112015590	AT5G12440
LOC112014342	AT5G12460
LOC112018317	AT5G12460
LOC112018319	AT5G12460
LOC112023555	AT5G12460
LOC112018338	AT5G12470
LOC112033832	AT5G12840
LOC112038769	AT5G12840
LOC112033831	AT5G12850
LOC112009467	AT5G12860
LOC112010337	AT5G12860
LOC111996538	AT5G12870
LOC111987414	AT5G12890
LOC111987709	AT5G12890
LOC111994185	AT5G12890
LOC111994186	AT5G12890
LOC111997307	AT5G12890
LOC111997318	AT5G12890
LOC112000795	AT5G12890
LOC112000796	AT5G12890
LOC112002884	AT5G12890
LOC112002897	AT5G12890
LOC112002901	AT5G12890
LOC112003168	AT5G12890
LOC112002899	AT5G12900
LOC112002892	AT5G12920
LOC112028050	AT5G12930
LOC111996869	AT5G12950
LOC111999247	AT5G12950
LOC112024486	AT5G12950
LOC112028000	AT5G12950
LOC112028040	AT5G12950
LOC111990524	AT5G12970
LOC111987563	AT5G13000
LOC112013741	AT5G13000
LOC112013800	AT5G13000
LOC112017905	AT5G13010
LOC112018273	AT5G13010
LOC112021995	AT5G13010
LOC112022799	AT5G13010
LOC111988547	AT5G13020
LOC112000348	AT5G13020
LOC112015270	AT5G13020
LOC112018443	AT5G13020
LOC112015286	AT5G13030
LOC112023019	AT5G13030
LOC111983466	AT5G13050
LOC111983469	AT5G13050
LOC111997040	AT5G13050
LOC112014162	AT5G13050
LOC112040890	AT5G13050
LOC111992743	AT5G13070
LOC112019087	AT5G13070
LOC111983199	AT5G13080
LOC112006478	AT5G13080
LOC112033440	AT5G13080
LOC111983201	AT5G13090
LOC111993746	AT5G13100
LOC112040272	AT5G13110
LOC112017485	AT5G13120
LOC112002749	AT5G13120
LOC112015086	AT5G13120
LOC112016568	AT5G13140
LOC112033167	AT5G13150
LOC111997069	AT5G13160
LOC112033137	AT5G13160
LOC112033158	AT5G13170
LOC111987756	AT5G13180
LOC111994497	AT5G13180
LOC111996957	AT5G13180
LOC112025234	AT5G13190
LOC112025225	AT5G13200
LOC112035023	AT5G13200
LOC111982909	AT5G13210
LOC111992714	AT5G13210
LOC112000655	AT5G13210
LOC112025722	AT5G13210
LOC112032881	AT5G13210
LOC112025728	AT5G13220
LOC112025727	AT5G13230
LOC112022677	AT5G13240
LOC112002221	AT5G13250
LOC112025729	AT5G13250
LOC111988751	AT5G13260
LOC111988739	AT5G13270
LOC111988764	AT5G13280
LOC111988142	AT5G13290
LOC111988141	AT5G13300
LOC111988130	AT5G13310
LOC111985052	AT5G13330
LOC112035569	AT5G13330
LOC112001514	AT5G13340
LOC111985031	AT5G13390
LOC111985054	AT5G13410
LOC111985018	AT5G13420
LOC111985034	AT5G13430
LOC112020957	AT5G13430
LOC111995548	AT5G13440
LOC112011363	AT5G13440
LOC112009610	AT5G13450
LOC112038778	AT5G13450
LOC112039924	AT5G13450
LOC112006716	AT5G13460
LOC112009049	AT5G13470
LOC111990033	AT5G13480
LOC111993249	AT5G13480
LOC112005834	AT5G13480
LOC112011104	AT5G13480
LOC112038199	AT5G13480
LOC112010562	AT5G13490
LOC112020544	AT5G13490
LOC111988885	AT5G13500
LOC112002128	AT5G13500
LOC112017529	AT5G13510
LOC111983361	AT5G13520
LOC112009551	AT5G13520
LOC112017579	AT5G13520
LOC112001768	AT5G13530
LOC112039543	AT5G13530
LOC112015811	AT5G13560
LOC111991648	AT5G13570
LOC111993775	AT5G13570
LOC112021640	AT5G13570
LOC112015838	AT5G13590
LOC111989938	AT5G13610
LOC112000578	AT5G13610
LOC112017543	AT5G13610
LOC112009367	AT5G13620
LOC112034328	AT5G13630
LOC111994356	AT5G13640
LOC112023522	AT5G13640
LOC111992758	AT5G13640
LOC112011200	AT5G13640
LOC112012906	AT5G13640
LOC112013005	AT5G13650
LOC112016438	AT5G13660
LOC112033024	AT5G13660
LOC111996460	AT5G13680
LOC112011264	AT5G13680
LOC112027410	AT5G13680
LOC111991026	AT5G13690
LOC111994766	AT5G13690
LOC112000710	AT5G13690
LOC112014747	AT5G13690
LOC112016271	AT5G13690
LOC112020192	AT5G13690
LOC112029814	AT5G13690
LOC112028652	AT5G13700
LOC112022102	AT5G13710
LOC112025906	AT5G13710
LOC112027940	AT5G13710
LOC112029097	AT5G13710
LOC111993840	AT5G13720
LOC111993811	AT5G13730
LOC112006164	AT5G13740
LOC112030294	AT5G13740
LOC111996729	AT5G13750
LOC112003873	AT5G13750
LOC112017359	AT5G13750
LOC112020470	AT5G13750
LOC112025401	AT5G13750
LOC112033628	AT5G13750
LOC111988606	AT5G13760
LOC112026945	AT5G13760
LOC111988601	AT5G13780
LOC111992725	AT5G13780
LOC112011229	AT5G13780
LOC112004915	AT5G13790
LOC112036543	AT5G13790
LOC112035968	AT5G13800
LOC111996244	AT5G13810
LOC112001937	AT5G13820
LOC112017335	AT5G13820
LOC112001897	AT5G13830
LOC112003891	AT5G13830
LOC112026973	AT5G13830
LOC112001896	AT5G13840
LOC111998037	AT5G13870
LOC112015927	AT5G13870
LOC112016097	AT5G13870
LOC111999553	AT5G13890
LOC112008440	AT5G13890
LOC112008421	AT5G13900
LOC111985019	AT5G13910
LOC111992244	AT5G13910
LOC111994642	AT5G13920
LOC111996102	AT5G13920
LOC111992239	AT5G13930
LOC111996007	AT5G13930
LOC112000526	AT5G13930
LOC112012479	AT5G13930
LOC112012481	AT5G13930
LOC112025740	AT5G13930
LOC112027584	AT5G13930
LOC112020991	AT5G13950
LOC112035570	AT5G13960
LOC112036034	AT5G13960
LOC112035566	AT5G13970
LOC112000060	AT5G13980
LOC112031043	AT5G13980
LOC111997111	AT5G13990
LOC111996943	AT5G14010
LOC112035022	AT5G14020
LOC112035029	AT5G14030
LOC112009018	AT5G14040
LOC112009037	AT5G14040
LOC112017020	AT5G14040
LOC112019741	AT5G14040
LOC112036715	AT5G14040
LOC111988486	AT5G14040
LOC112015788	AT5G14050
LOC112032919	AT5G14050
LOC112035925	AT5G14050
LOC112037746	AT5G14050
LOC111992433	AT5G14060
LOC112001246	AT5G14060
LOC111983694	AT5G14070
LOC111995961	AT5G14070
LOC112016569	AT5G14070
LOC112034683	AT5G14080
LOC111983198	AT5G14090
LOC111993307	AT5G14090
LOC112034691	AT5G14090
LOC112034692	AT5G14100
LOC112033424	AT5G14105
LOC112034771	AT5G14105
LOC111990590	AT5G14120
LOC111990630	AT5G14120
LOC112006445	AT5G14120
LOC111984930	AT5G14130
LOC112005041	AT5G14130
LOC111984139	AT5G14140
LOC111985557	AT5G14140
LOC112032268	AT5G14140
LOC112005124	AT5G14150
LOC112002415	AT5G14170
LOC112005143	AT5G14170
LOC112012673	AT5G14170
LOC112038460	AT5G14170
LOC111986802	AT5G14180
LOC111986813	AT5G14180
LOC111986820	AT5G14180
LOC111986821	AT5G14180
LOC111991943	AT5G14180
LOC111998532	AT5G14180
LOC112030224	AT5G14180
LOC112034513	AT5G14180
LOC112014504	AT5G14200
LOC112036966	AT5G14200
LOC112032609	AT5G14210
LOC112035536	AT5G14210
LOC112040271	AT5G14210
LOC111992519	AT5G14220
LOC112005677	AT5G14230
LOC112015063	AT5G14230
LOC112016649	AT5G14230
LOC112021291	AT5G14230
LOC111992556	AT5G14240
LOC112002983	AT5G14240
LOC111992516	AT5G14250
LOC112020723	AT5G14250
LOC112037754	AT5G14250
LOC111992538	AT5G14260
LOC111985473	AT5G14285
LOC111992527	AT5G14285
LOC111992534	AT5G14290
LOC112002480	AT5G14320
LOC112035905	AT5G14320
LOC112007062	AT5G14340
LOC112006995	AT5G14360
LOC112007042	AT5G14370
LOC111992811	AT5G14390
LOC111999072	AT5G14400
LOC111993132	AT5G14400
LOC112023948	AT5G14400
LOC112024034	AT5G14410
LOC111985502	AT5G14420
LOC111987056	AT5G14420
LOC112024033	AT5G14430
LOC111996141	AT5G14450
LOC111996143	AT5G14450
LOC112024030	AT5G14450
LOC112024031	AT5G14450
LOC112024032	AT5G14450
LOC112024039	AT5G14450
LOC112024046	AT5G14450
LOC112029931	AT5G14450
LOC111985604	AT5G14460
LOC111992989	AT5G14460
LOC112021514	AT5G14460
LOC112023951	AT5G14460
LOC112027573	AT5G14490
LOC112027575	AT5G14500
LOC112020933	AT5G14510
LOC112021029	AT5G14510
LOC111991430	AT5G14520
LOC112000805	AT5G14520
LOC112020249	AT5G14520
LOC112000771	AT5G14530
LOC112021585	AT5G14530
LOC112014489	AT5G14540
LOC112014704	AT5G14550
LOC111997513	AT5G14580
LOC112033615	AT5G14590
LOC111999146	AT5G14600
LOC112025331	AT5G14600
LOC112029865	AT5G14600
LOC111984673	AT5G14610
LOC111999152	AT5G14610
LOC111996561	AT5G14610
LOC111996565	AT5G14620
LOC112033987	AT5G14620
LOC111988242	AT5G14640
LOC111996562	AT5G14640
LOC112001341	AT5G14640
LOC112007993	AT5G14640
LOC112003801	AT5G14650
LOC112035923	AT5G14650
LOC112035441	AT5G14660
LOC112035918	AT5G14660
LOC111996100	AT5G14670
LOC112030372	AT5G14670
LOC112030373	AT5G14670
LOC112002834	AT5G14670
LOC112033996	AT5G14670
LOC112035427	AT5G14670
LOC112035877	AT5G14670
LOC112003806	AT5G14680
LOC111992020	AT5G14700
LOC112033256	AT5G14700
LOC112040669	AT5G14710
LOC112040585	AT5G14720
LOC112019297	AT5G14740
LOC111997867	AT5G14750
LOC111999826	AT5G14750
LOC112019345	AT5G14750
LOC112020715	AT5G14750
LOC112022460	AT5G14750
LOC112028859	AT5G14750
LOC112034662	AT5G14750
LOC111996822	AT5G14760
LOC111997208	AT5G14770
LOC112010203	AT5G14780
LOC112033748	AT5G14780
LOC112037876	AT5G14780
LOC112040695	AT5G14790
LOC112010720	AT5G14800
LOC112021216	AT5G14800
LOC112021391	AT5G14800
LOC112031416	AT5G14800
LOC112031422	AT5G14800
LOC111987916	AT5G14850
LOC112011272	AT5G14850
LOC112033794	AT5G14850
LOC112010600	AT5G14860
LOC112010601	AT5G14860
LOC112029375	AT5G14870
LOC112034338	AT5G14880
LOC111988914	AT5G14895
LOC112013234	AT5G14895
LOC111989232	AT5G14910
LOC111989206	AT5G14920
LOC111993960	AT5G14920
LOC112009914	AT5G14920
LOC112020182	AT5G14920
LOC112032125	AT5G14920
LOC112032158	AT5G14920
LOC111985784	AT5G14930
LOC111990928	AT5G14930
LOC112006993	AT5G14930
LOC112006994	AT5G14930
LOC112010950	AT5G14930
LOC112016620	AT5G14930
LOC112024853	AT5G14930
LOC111985781	AT5G14930
LOC111993626	AT5G14930
LOC112006987	AT5G14930
LOC112010951	AT5G14930
LOC112040239	AT5G14930
LOC112006694	AT5G14930
LOC111999605	AT5G14950
LOC111986237	AT5G14970
LOC112031833	AT5G14970
LOC112006091	AT5G14980
LOC112000025	AT5G14990
LOC112016124	AT5G15010
LOC111986228	AT5G15020
LOC111986240	AT5G15020
LOC112013817	AT5G15020
LOC112008982	AT5G15050
LOC112033833	AT5G15050
LOC112022103	AT5G15070
LOC112029093	AT5G15070
LOC111992363	AT5G15070
LOC112015785	AT5G15080
LOC112023357	AT5G15080
LOC112032583	AT5G15080
LOC112039412	AT5G15080
LOC112040542	AT5G15080
LOC112023373	AT5G15100
LOC112023367	AT5G15110
LOC112032585	AT5G15110
LOC112039410	AT5G15110
LOC112026340	AT5G15120
LOC111987060	AT5G15130
LOC111987575	AT5G15130
LOC112039417	AT5G15130
LOC111998215	AT5G15140
LOC112026409	AT5G15140
LOC112026414	AT5G15140
LOC112030984	AT5G15140
LOC112021425	AT5G15170
LOC112025795	AT5G15170
LOC112031670	AT5G15170
LOC112033374	AT5G15180
LOC112036324	AT5G15180
LOC112002979	AT5G15200
LOC112040519	AT5G15200
LOC112031612	AT5G15210
LOC112029503	AT5G15220
LOC112038617	AT5G15220
LOC112024339	AT5G15230
LOC112024308	AT5G15240
LOC112024325	AT5G15240
LOC112024369	AT5G15240
LOC112024340	AT5G15250
LOC111994090	AT5G15270
LOC112037067	AT5G15270
LOC112039896	AT5G15270
LOC112003338	AT5G15280
LOC111999139	AT5G15290
LOC112005576	AT5G15290
LOC111999141	AT5G15300
LOC112026745	AT5G15300
LOC112031703	AT5G15300
LOC112005568	AT5G15310
LOC112012136	AT5G15320
LOC112029825	AT5G15320
LOC111986030	AT5G15330
LOC111998631	AT5G15330
LOC112000866	AT5G15340
LOC111990586	AT5G15350
LOC112009091	AT5G15350
LOC112022400	AT5G15390
LOC111985345	AT5G15400
LOC111985346	AT5G15400
LOC112022394	AT5G15400
LOC112036891	AT5G15400
LOC112036893	AT5G15400
LOC112022399	AT5G15410
LOC112033862	AT5G15410
LOC111994740	AT5G15450
LOC111995892	AT5G15450
LOC112014385	AT5G15450
LOC112005837	AT5G15470
LOC111993598	AT5G15490
LOC112014323	AT5G15490
LOC112041113	AT5G15490
LOC112000830	AT5G15500
LOC112017389	AT5G15500
LOC112006126	AT5G15500
LOC112006127	AT5G15500
LOC112012077	AT5G15500
LOC112041114	AT5G15510
LOC112027359	AT5G15530
LOC111995473	AT5G15540
LOC112027342	AT5G15540
LOC112033227	AT5G15540
LOC111999533	AT5G15550
LOC112002594	AT5G15550
LOC112002923	AT5G15550
LOC112006970	AT5G15550
LOC111985185	AT5G15610
LOC111988920	AT5G15610
LOC112002520	AT5G15610
LOC112004749	AT5G15630
LOC112009799	AT5G15630
LOC112009096	AT5G15630
LOC111996127	AT5G15640
LOC112025806	AT5G15640
LOC112029784	AT5G15640
LOC112029797	AT5G15640
LOC112004750	AT5G15650
LOC112006427	AT5G15650
LOC112035590	AT5G15660
LOC111995393	AT5G15680
LOC112011507	AT5G15680
LOC112039653	AT5G15680
LOC112039662	AT5G15680
LOC112016340	AT5G15685
LOC111982969	AT5G15700
LOC111995411	AT5G15700
LOC112020698	AT5G15700
LOC111985678	AT5G15710
LOC112033842	AT5G15710
LOC111985684	AT5G15720
LOC111994810	AT5G15720
LOC112000020	AT5G15720
LOC111985690	AT5G15730
LOC112020820	AT5G15740
LOC112023856	AT5G15740
LOC112028762	AT5G15740
LOC112028763	AT5G15740
LOC112028777	AT5G15740
LOC112037164	AT5G15740
LOC111991280	AT5G15750
LOC112023861	AT5G15750
LOC112028169	AT5G15750
LOC112033645	AT5G15750
LOC111989784	AT5G15770
LOC112005780	AT5G15770
LOC112013060	AT5G15770
LOC112026896	AT5G15770
LOC112027329	AT5G15770
LOC112035129	AT5G15770
LOC112023845	AT5G15780
LOC111985043	AT5G15790
LOC112022354	AT5G15790
LOC112023846	AT5G15790
LOC112023863	AT5G15802
LOC111990692	AT5G15810
LOC112019694	AT5G15810
LOC111983845	AT5G15860
LOC112007823	AT5G15860
LOC112030257	AT5G15860
LOC112035826	AT5G15860
LOC111993528	AT5G15870
LOC112014885	AT5G15870
LOC112017870	AT5G15870
LOC112024379	AT5G15870
LOC112033253	AT5G15870
LOC112017871	AT5G15880
LOC112017846	AT5G15900
LOC112017856	AT5G15900
LOC112017860	AT5G15900
LOC111993835	AT5G15920
LOC112005899	AT5G15920
LOC112027737	AT5G15920
LOC112010278	AT5G15930
LOC112010922	AT5G15930
LOC112015034	AT5G15930
LOC112020536	AT5G15930
LOC112039188	AT5G15930
LOC112015455	AT5G16000
LOC111996313	AT5G16010
LOC112026972	AT5G16010
LOC111988298	AT5G16020
LOC112015610	AT5G16030
LOC112022032	AT5G16040
LOC112026790	AT5G16040
LOC112027304	AT5G16040
LOC112029169	AT5G16040
LOC112027308	AT5G16060
LOC112013766	AT5G16070
LOC112038412	AT5G16070
LOC111996428	AT5G16080
LOC112002866	AT5G16080
LOC112008051	AT5G16080
LOC112027298	AT5G16110
LOC112027307	AT5G16120
LOC112006611	AT5G16140
LOC111987903	AT5G16150
LOC112006608	AT5G16150
LOC112008062	AT5G16150
LOC112011291	AT5G16150
LOC112014779	AT5G16150
LOC112023565	AT5G16150
LOC112031339	AT5G16150
LOC112040248	AT5G16150
LOC112006624	AT5G16160
LOC112006594	AT5G16170
LOC112006595	AT5G16170
LOC112006612	AT5G16180
LOC112011247	AT5G16200
LOC112024664	AT5G16210
LOC112002334	AT5G16220
LOC111992991	AT5G16250
LOC112039361	AT5G16250
LOC112009158	AT5G16260
LOC112013602	AT5G16260
LOC112039367	AT5G16260
LOC111993730	AT5G16270
LOC112014574	AT5G16270
LOC112021751	AT5G16270
LOC111995305	AT5G16280
LOC112029474	AT5G16280
LOC112032498	AT5G16280
LOC112021754	AT5G16290
LOC112019101	AT5G16300
LOC112009993	AT5G16320
LOC111985754	AT5G16340
LOC111997620	AT5G16340
LOC111997621	AT5G16340
LOC112003437	AT5G16370
LOC112034120	AT5G16390
LOC111984707	AT5G16400
LOC111983256	AT5G16420
LOC111995221	AT5G16440
LOC112020694	AT5G16440
LOC112030342	AT5G16450
LOC112030756	AT5G16460
LOC112008997	AT5G16480
LOC111985119	AT5G16490
LOC111994191	AT5G16490
LOC112009368	AT5G16510
LOC111995782	AT5G16520
LOC112012573	AT5G16530
LOC111996124	AT5G16550
LOC112037250	AT5G16550
LOC111996101	AT5G16560
LOC112040698	AT5G16560
LOC112008081	AT5G16570
LOC112031318	AT5G16570
LOC111999651	AT5G16590
LOC111999648	AT5G16600
LOC111999650	AT5G16610
LOC112016684	AT5G16620
LOC112032846	AT5G16620
LOC111983351	AT5G16630
LOC112001357	AT5G16630
LOC112009543	AT5G16630
LOC112018631	AT5G16630
LOC112027591	AT5G16630
LOC112029918	AT5G16630
LOC112016172	AT5G16650
LOC111989399	AT5G16660
LOC111986766	AT5G16680
LOC111985774	AT5G16690
LOC112013319	AT5G16690
LOC112009098	AT5G16690
LOC112002186	AT5G16710
LOC112040548	AT5G16715
LOC112015065	AT5G16720
LOC112027593	AT5G16720
LOC111996807	AT5G16730
LOC112035816	AT5G16740
LOC111985736	AT5G16750
LOC112002476	AT5G16750
LOC112006607	AT5G16750
LOC112006395	AT5G16760
LOC112006601	AT5G16760
LOC112006602	AT5G16760
LOC112006606	AT5G16760
LOC112006621	AT5G16760
LOC112006623	AT5G16760
LOC112034521	AT5G16760
LOC112036141	AT5G16760
LOC111984698	AT5G16770
LOC112006609	AT5G16770
LOC112034724	AT5G16770
LOC112017833	AT5G16780
LOC112023986	AT5G16790
LOC111984368	AT5G16800
LOC112023975	AT5G16800
LOC112023976	AT5G16810
LOC111998130	AT5G16820
LOC112018224	AT5G16820
LOC111990698	AT5G16840
LOC111987511	AT5G16850
LOC112001085	AT5G16850
LOC112002598	AT5G16850
LOC112020857	AT5G16850
LOC112030585	AT5G16850
LOC112023721	AT5G16860
LOC112037245	AT5G16860
LOC112012690	AT5G16870
LOC111992943	AT5G16880
LOC112012689	AT5G16880
LOC112034563	AT5G16880
LOC112012705	AT5G16890
LOC112026345	AT5G16920
LOC112033521	AT5G16940
LOC112027472	AT5G16950
LOC111991015	AT5G16970
LOC111998973	AT5G16970
LOC112007886	AT5G16970
LOC112034865	AT5G16970
LOC111991018	AT5G16980
LOC111991017	AT5G16990
LOC111991040	AT5G16990
LOC112007406	AT5G16990
LOC112007435	AT5G16990
LOC112030806	AT5G16990
LOC111991016	AT5G17000
LOC112000392	AT5G17010
LOC112021502	AT5G17010
LOC111985143	AT5G17020
LOC112024280	AT5G17020
LOC111991542	AT5G17050
LOC111985672	AT5G17050
LOC111999895	AT5G17050
LOC112012596	AT5G17050
LOC112012601	AT5G17050
LOC112023874	AT5G17050
LOC112025813	AT5G17050
LOC112037056	AT5G17050
LOC112037079	AT5G17050
LOC112037080	AT5G17050
LOC112037083	AT5G17050
LOC111985343	AT5G17060
LOC112032220	AT5G17070
LOC112039234	AT5G17070
LOC111985413	AT5G17165
LOC112037376	AT5G17170
LOC111984614	AT5G17190
LOC112033185	AT5G17190
LOC112037823	AT5G17190
LOC111990272	AT5G17200
LOC112010897	AT5G17210
